name,author_title,review_text,review_rating,review_datetime_utc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,NIZAR AULIYA RIDHO NASRULLOH,Rumahku sendiri,5,02/18/2020 05:39:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Ismi Handayani,Lumayan bagus lah untuk latihan renang walau kedalaman cuma 2 macam,4,02/16/2020 04:23:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Fauzan,,5,02/01/2020 09:03:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,moh muksin66,,3,01/30/2020 02:12:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Desta Nuzul Nur Safitri 19160029,,4,01/22/2020 04:01:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Naura Khansa,"Petugas loketnya gk ramah,gk ditanya dulu berapa orang lgsg main ngitung aja...masak cuma mau nganterin anak beli tiket doang gk boleh..harus ikut beli tiket juga,klu gk suruh tunggu diluar. Padahal aq juga gk mau nunggu disitu,cuma mau beliin tiket,mau mastikan anak2 sudah masuk, abis itu pulang....mohon lebih ramah kepada pengunjung...",3,01/12/2020 03:30:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Nuur Hafizhah,"Sayangnya gxada persewaan pelampung, dll. Gxada fasilitas variasi permainan air untuk anak, cuma karena masih baru, jadi masih cukup bersih",4,12/30/2019 15:28:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Haliza NZ,,5,12/27/2019 10:40:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Mia Rayvinda,Lumayan lah buat anak2.. Masih baru jadi masih terawat,4,12/10/2019 07:28:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,xeriy bhowo,Sangat Menarik,5,09/15/2019 09:30:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,BRIO LAKSANA,"Bagus, airnya jernih, gak berkaporit",4,08/29/2019 13:51:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kolam Renang BANYU BIRU,Devanata Purwa Kusuma,,5,07/02/2019 03:10:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
